Location,Date,Time,Weather,Temperature (°C),Humidity (%),Wind (km/h),Pressure (mb),PM2.5 (µg/m³),Pm10 (µg/m³),AQI Value
stampfenbachstrasse,03/05/2021,11:00:03,Scattered clouds,6,76,2.1,1024,N/A,20, 18 
stampfenbachstrasse,03/05/2021,12:00:03,Scattered clouds,6,76,2.1,1024,11,16.3, 45 
stampfenbachstrasse,03/05/2021,13:00:03,Scattered clouds,10,50,9.3,1023,N/A,14.5, 33 
stampfenbachstrasse,03/05/2021,14:00:03,Scattered clouds,10,50,9.3,1023,N/A,11, 37 
stampfenbachstrasse,03/05/2021,15:00:03,Scattered clouds,13,43,5.5,1022,N/A,10.7, 39 
stampfenbachstrasse,03/05/2021,16:00:03,Scattered clouds,13,43,5.5,1022,6,10.2, 40 
stampfenbachstrasse,03/05/2021,17:00:02,Scattered clouds,13,43,5.5,1022,N/A,9.7, 40 
stampfenbachstrasse,03/05/2021,18:00:03,Few clouds,14,41,7.4,1020,N/A,10.7, 41 
stampfenbachstrasse,03/05/2021,19:00:03,Few clouds,14,41,7.4,1020,6,9.8, 41 
stampfenbachstrasse,03/05/2021,20:00:03,Few clouds,14,41,7.4,1020,N/A,9.1, 41 
stampfenbachstrasse,03/05/2021,21:00:03,Clear sky,12,38,9.3,1018,N/A,8.7, 41 
stampfenbachstrasse,03/05/2021,22:00:03,Clear sky,12,38,9.3,1018,5,8.8, 38 
stampfenbachstrasse,03/05/2021,23:00:02,Few clouds,8,66,3.7,1017,N/A,10.9, 25 
stampfenbachstrasse,04/05/2021,00:00:03,Few clouds,8,66,3.7,1017,6,10.9, 25 
stampfenbachstrasse,04/05/2021,01:00:03,Few clouds,5,75,9.3,1017,6,10.9, 25 
stampfenbachstrasse,04/05/2021,02:00:03,Few clouds,5,75,9.3,1017,6,10.9, 25 
stampfenbachstrasse,04/05/2021,03:00:02,Few clouds,5,75,1.8,1016,7,N/A, 29 
stampfenbachstrasse,04/05/2021,04:00:02,Few clouds,5,75,1.8,1016,6,9.8, 26 
stampfenbachstrasse,04/05/2021,05:00:03,Few clouds,5,75,1.8,1016,N/A,9.4, 36 
stampfenbachstrasse,04/05/2021,06:00:03,Clear sky,6,81,13,1014,N/A,9.3, 36 
stampfenbachstrasse,04/05/2021,07:00:03,Clear sky,6,81,13,1014,6,9.2, 25 
stampfenbachstrasse,04/05/2021,08:00:03,Clear sky,6,81,13,1014,N/A,9.2, 21 
stampfenbachstrasse,04/05/2021,09:00:03,Clear sky,6,75,5.5,1014,N/A,11.4, 19 
stampfenbachstrasse,04/05/2021,10:00:03,Clear sky,6,75,5.5,1014,8,12.7, 33 
stampfenbachstrasse,04/05/2021,11:00:03,Clear sky,6,75,5.5,1014,N/A,11.8, 31 
stampfenbachstrasse,04/05/2021,12:00:03,Clear sky,13,44,22.2,1013,N/A,14.8, 34 
stampfenbachstrasse,04/05/2021,13:00:03,Clear sky,13,44,22.2,1013,12,17.5, 50 
stampfenbachstrasse,04/05/2021,14:00:03,Clear sky,16,34,35.2,1012,N/A,18.9, 41 
